-41,-305,1,0
-30,-305,1,0
-20,-305,1,0
-10,-305,1,0
0,-305,1,0
10,-305,1,0
20,-305,1,0
31,-305,1,0
41,-305,1,0
50,-305,1,0
-650,-403,1,0
-650,-403,1,0
-637,-403,1,0
-624,-403,1,0
-610,-403,1,0
-597,-403,1,0
-583,-403,1,0
-570,-403,0,1
-556,-403,0,1
-543,-403,0,1
-530,-403,0,1
-516,-403,0,1
-503,-403,0,1
-489,-403,0,1
-476,-403,0,1
-462,-403,0,1
-449,-403,0,1
-436,-403,0,1
-422,-403,0,1
-409,-403,0,1
-395,-403,0,1
-382,-403,0,1
-368,-403,0,1
-355,-403,0,1
-342,-403,0,1
-328,-403,0,1
-315,-403,0,1
-301,-403,0,1
-288,-403,0,1
-274,-403,0,1
-261,-403,0,1
-248,-403,0,1
-234,-403,0,1
-221,-403,0,1
-207,-403,0,1
-194,-403,0,1
-180,-403,0,1
-167,-403,0,1
-153,-403,0,1
-140,-403,0,1
-127,-403,0,1
-113,-403,0,1
-100,-403,1,0
-86,-403,1,0
-73,-403,1,0
-59,-403,1,0
-46,-403,1,0
-33,-403,1,0
-19,-403,1,0
-6,-403,1,0
8,-403,1,0
21,-403,1,0
35,-403,1,0
48,-403,1,0
50,-403,1,0
-650,-781,1,0
-650,-781,1,0
-624,-781,1,0
-598,-781,1,0
-572,-781,1,0
-546,-781,1,0
-520,-781,1,0
-494,-781,1,0
-468,-781,0,1
-442,-781,0,1
-416,-781,0,1
-390,-781,0,1
-364,-781,0,1
-338,-781,0,1
-312,-781,0,1
-286,-781,0,1
-260,-781,0,1
-234,-781,0,1
-208,-781,0,1
-182,-781,0,1
-156,-781,0,1
-130,-781,0,1
-104,-781,0,1
-78,-781,0,1
-52,-781,0,1
-26,-781,0,1
0,-781,0,1
26,-781,0,1
50,-781,0,1
-650,-758,0,1
-650,-758,0,1
-625,-758,0,1
-600,-758,0,1
-575,-758,0,1
-549,-758,0,1
-524,-758,0,1
-499,-758,0,1
-474,-758,0,1
-448,-758,0,1
-423,-758,0,1
-398,-758,0,1
-373,-758,0,1
-347,-758,0,1
-322,-758,0,1
-297,-758,0,1
-272,-758,0,1
-246,-758,0,1
-221,-758,0,1
-196,-758,0,1
-170,-758,0,1
-145,-758,0,1
-120,-758,0,1
-95,-758,0,1
-69,-758,0,1
-44,-758,0,1
-19,-758,0,1
6,-758,0,1
32,-758,0,1
50,-758,0,1
-650,-547,0,1
-650,-547,0,1
-632,-547,0,1
-614,-547,0,1
-596,-547,0,1
-578,-547,0,1
-559,-547,0,1
-541,-547,0,1
-523,-547,0,1
-505,-547,0,1
-486,-547,0,1
-468,-547,0,1
-450,-547,0,1
-432,-547,0,1
-413,-547,0,1
-395,-547,0,1
-377,-547,0,1
-359,-547,0,1
-341,-547,0,1
-322,-547,0,1
-304,-547,0,1
-286,-547,0,1
-268,-547,0,1
-249,-547,0,1
-231,-547,0,1
-213,-547,0,1
-195,-547,0,1
-176,-547,0,1
-158,-547,0,1
-140,-547,0,1
-122,-547,0,1
-103,-547,1,0
-85,-547,1,0
-67,-547,1,0
-49,-547,1,0
-31,-547,1,0
-12,-547,1,0
6,-547,1,0
24,-547,1,0
42,-547,1,0
50,-547,1,0
-650,-586,1,0
-650,-586,1,0
-631,-586,1,0
-611,-586,1,0
-592,-586,1,0
-572,-586,1,0
-553,-586,1,0
-533,-586,1,0
-514,-586,1,0
-494,-586,0,1
-475,-586,0,1
-455,-586,0,1
-436,-586,0,1
-416,-586,0,1
-397,-586,0,1
-377,-586,0,1
-358,-586,0,1
-338,-586,0,1
-318,-586,0,1
-299,-586,0,1
-279,-586,0,1
-260,-586,0,1
-240,-586,0,1
-221,-586,0,1
-201,-586,0,1
-182,-586,0,1
-162,-586,0,1
-143,-586,1,0
-123,-586,1,0
-104,-586,1,0
-84,-586,1,0
-65,-586,1,0
-45,-586,1,0
-25,-586,1,0
-6,-586,1,0
14,-586,1,0
33,-586,1,0
50,-586,1,0
-650,-684,1,0
-650,-684,1,0
-628,-684,1,0
-605,-684,1,0
-582,-684,1,0
-559,-684,1,0
-537,-684,1,0
-514,-684,1,0
-491,-684,1,0
-468,-684,0,1
-445,-684,0,1
-423,-684,0,1
-400,-684,0,1
-377,-684,0,1
-354,-684,0,1
-331,-684,0,1
-309,-684,0,1
-286,-684,0,1
-263,-684,0,1
-240,-684,0,1
-217,-684,0,1
-195,-684,0,1
-172,-684,0,1
-149,-684,0,1
-126,-684,0,1
-103,-684,0,1
-81,-684,0,1
-58,-684,0,1
