-650,-306,0,1
-650,-306,0,1
-640,-306,0,1
-630,-306,0,1
-620,-306,0,1
-610,-306,0,1
-599,-306,0,1
-589,-306,0,1
-579,-306,0,1
-569,-306,0,1
-559,-306,0,1
-548,-306,0,1
-538,-306,0,1
-528,-306,0,1
-518,-306,0,1
-508,-306,0,1
-497,-306,0,1
-487,-306,0,1
-477,-306,0,1
-467,-306,0,1
-457,-306,0,1
-446,-306,0,1
-436,-306,0,1
-426,-306,0,1
-416,-306,0,1
-406,-306,0,1
-395,-306,0,1
-385,-306,0,1
-375,-306,0,1
-365,-306,0,1
-355,-306,0,1
-344,-306,0,1
-334,-306,0,1
-324,-306,0,1
-314,-306,0,1
-304,-306,0,1
-293,-306,0,1
-283,-306,0,1
-273,-306,0,1
-263,-306,0,1
-253,-306,0,1
-242,-306,0,1
-232,-306,0,1
-222,-306,0,1
-212,-306,0,1
-202,-306,0,1
-191,-306,0,1
-181,-306,0,1
-171,-306,0,1
-161,-306,1,0
-151,-306,1,0
-140,-306,1,0
-130,-306,1,0
-120,-306,1,0
-110,-306,1,0
-100,-306,1,0
-89,-306,1,0
-79,-306,1,0
-69,-306,1,0
-59,-306,1,0
-49,-306,1,0
-38,-306,1,0
-28,-306,1,0
-18,-306,1,0
-8,-306,1,0
2,-306,1,0
13,-306,1,0
23,-306,1,0
33,-306,0,1
43,-306,0,1
50,-306,0,1
-650,-462,0,1
-650,-462,0,1
-635,-462,0,1
-620,-462,0,1
-604,-462,0,1
-589,-462,0,1
-574,-462,0,1
-558,-462,0,1
-543,-462,0,1
-527,-462,0,1
-512,-462,0,1
-497,-462,0,1
-481,-462,0,1
-466,-462,0,1
-450,-462,0,1
-435,-462,0,1
-420,-462,0,1
-404,-462,0,1
-389,-462,0,1
-373,-462,0,1
-358,-462,0,1
-343,-462,0,1
-327,-462,0,1
-312,-462,0,1
-296,-462,0,1
-281,-462,0,1
-266,-462,0,1
-250,-462,0,1
-235,-462,0,1
-219,-462,0,1
-204,-462,0,1
-189,-462,0,1
-173,-462,0,1
-158,-462,0,1
-142,-462,0,1
-127,-462,0,1
-112,-462,0,1
-96,-462,0,1
-81,-462,1,0
-65,-462,1,0
-50,-462,1,0
-35,-462,1,0
-19,-462,1,0
-4,-462,1,0
12,-462,1,0
27,-462,1,0
42,-462,1,0
50,-462,1,0
-650,-545,1,0
-650,-545,1,0
-632,-545,1,0
-614,-545,1,0
-596,-545,1,0
-578,-545,1,0
-560,-545,1,0
-542,-545,1,0
-523,-545,1,0
-505,-545,0,1
-487,-545,0,1
-469,-545,0,1
-451,-545,0,1
-433,-545,0,1
-414,-545,0,1
-396,-545,0,1
-378,-545,0,1
-360,-545,0,1
-342,-545,0,1
-324,-545,0,1
-305,-545,0,1
-287,-545,0,1
-269,-545,0,1
-251,-545,0,1
-233,-545,0,1
-215,-545,0,1
-196,-545,0,1
-178,-545,0,1
-160,-545,0,1
-142,-545,1,0
-124,-545,1,0
-106,-545,1,0
-87,-545,1,0
-69,-545,1,0
-51,-545,1,0
-33,-545,1,0
-15,-545,1,0
3,-545,1,0
22,-545,1,0
40,-545,1,0
50,-545,1,0
-650,-533,1,0
-650,-533,1,0
-633,-533,1,0
-615,-533,1,0
-597,-533,1,0
-579,-533,1,0
-562,-533,1,0
-544,-533,1,0
-526,-533,0,1
-508,-533,0,1
-491,-533,0,1
-473,-533,0,1
-455,-533,0,1
-437,-533,0,1
-420,-533,0,1
-402,-533,0,1
-384,-533,0,1
-366,-533,0,1
-348,-533,0,1
-331,-533,0,1
-313,-533,0,1
-295,-533,0,1
-277,-533,0,1
-260,-533,0,1
-242,-533,0,1
-224,-533,0,1
-206,-533,0,1
-189,-533,0,1
-171,-533,0,1
-153,-533,0,1
-135,-533,1,0
-118,-533,1,0
-100,-533,1,0
-82,-533,1,0
-64,-533,1,0
-46,-533,1,0
-29,-533,1,0
-11,-533,1,0
7,-533,1,0
25,-533,1,0
42,-533,1,0
50,-533,1,0
-650,-750,1,0
-650,-750,1,0
-625,-750,1,0
-600,-750,1,0
-575,-750,1,0
-550,-750,1,0
-525,-750,1,0
-500,-750,1,0
-475,-750,0,1
-450,-750,0,1
-425,-750,0,1
-400,-750,0,1
-375,-750,0,1
-350,-750,0,1
-325,-750,0,1
-300,-750,0,1
-275,-750,0,1
-250,-750,0,1
-225,-750,0,1
-200,-750,0,1
-175,-750,0,1
-150,-750,0,1
-125,-750,0,1
-100,-750,0,1
-75,-750,0,1
-50,-750,0,1
-25,-750,0,1
0,-750,0,1
25,-750,0,1
50,-750,0,1
-650,-445,0,1
-650,-445,0,1
-636,-445,0,1
-621,-445,0,1
-606,-445,0,1
-591,-445,0,1
-576,-445,0,1
-561,-445,0,1
-547,-445,0,1
-532,-445,0,1
-517,-445,0,1
-502,-445,0,1
-487,-445,0,1
-472,-445,0,1
-458,-445,0,1
-443,-445,0,1
-428,-445,0,1
-413,-445,0,1
-398,-445,0,1
-383,-445,0,1
-369,-445,0,1
-354,-445,0,1
-339,-445,0,1
-324,-445,0,1
-309,-445,0,1
-294,-445,0,1
-280,-445,0,1
-265,-445,0,1
-250,-445,0,1
-235,-445,0,1
-220,-445,0,1
-205,-445,0,1
-191,-445,0,1
-176,-445,0,1
-161,-445,0,1
-146,-445,0,1
-131,-445,0,1
-116,-445,0,1
-102,-445,1,0
-87,-445,1,0
-72,-445,1,0
-57,-445,1,0
-42,-445,1,0
-27,-445,1,0
-13,-445,1,0
2,-445,1,0
17,-445,1,0
32,-445,1,0
47,-445,1,0
50,-445,1,0
-650,-305,1,0
-650,-305,1,0
-640,-305,1,0
-630,-305,1,0
-620,-305,1,0
-610,-305,1,0
-600,-305,1,0
-590,-305,1,0
-579,-305,0,1
-569,-305,0,1
-559,-305,0,1
-549,-305,0,1
-539,-305,0,1
-529,-305,0,1
-518,-305,0,1
-508,-305,0,1
-498,-305,0,1
-488,-305,0,1
-478,-305,0,1
-468,-305,0,1
-457,-305,0,1
-447,-305,0,1
-437,-305,0,1
-427,-305,0,1
-417,-305,0,1
-407,-305,0,1
-396,-305,0,1
-386,-305,0,1
-376,-305,0,1
-366,-305,0,1
-356,-305,0,1
-346,-305,0,1
-335,-305,0,1
-325,-305,0,1
-315,-305,0,1
-305,-305,0,1
-295,-305,0,1
-285,-305,0,1
-274,-305,0,1
-264,-305,0,1
-254,-305,0,1
-244,-305,0,1
-234,-305,0,1
-224,-305,0,1
-213,-305,0,1
-203,-305,0,1
-193,-305,0,1
-183,-305,0,1
-173,-305,0,1
-163,-305,0,1
-152,-305,0,1
-142,-305,0,1
-132,-305,0,1
-122,-305,0,1
-112,-305,0,1
-102,-305,0,1
-91,-305,1,0
-81,-305,1,0
-71,-305,1,0
-61,-305,1,0
-51,-305,1,0
